company_id,metric_key,fiscal_year,period_end,value,unit,scope,accounting_standard,availability,source_id,note
kddi,financing_cf,2024,2024-03-31,-476477000000,JPY,consolidated,IFRS,reported,edinet-s100ykg2,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
kddi,financing_cf,2025,2025-03-31,-33555000000,JPY,consolidated,IFRS,reported,edinet-s100ykg2,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
kddi,financing_cf,2026,2026-03-31,-553130000000,JPY,consolidated,IFRS,reported,edinet-s100ykg2,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
kddi,average_age,2026,2026-03-31,42.3,years,non_consolidated,,reported,edinet-s100ykg2,element_id=jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
kddi,average_tenure,2026,2026-03-31,16.4,years,non_consolidated,,reported,edinet-s100ykg2,element_id=jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
kddi,average_annual_salary,2026,2026-03-31,10510939,JPY,non_consolidated,,reported,edinet-s100ykg2,element_id=jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
kddi,operating_profit,2025,2025-03-31,1087468000000,JPY,consolidated,IFRS,reported,edinet-s100ykg2,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=Prior1YearDuration
kddi,operating_profit,2026,2026-03-31,1099125000000,JPY,consolidated,IFRS,reported,edinet-s100ykg2,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=CurrentYearDuration
fujitsu,revenue,2022,2022-03-31,3586839000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
fujitsu,revenue,2023,2023-03-31,3713767000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
fujitsu,revenue,2024,2024-03-31,3476985000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
fujitsu,revenue,2025,2025-03-31,3550116000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
fujitsu,revenue,2026,2026-03-31,3502971000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
fujitsu,equity_ratio,2022,2022-03-31,47.7,percent,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior4YearInstant
fujitsu,equity_ratio,2023,2023-03-31,48.6,percent,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior3YearInstant
fujitsu,equity_ratio,2024,2024-03-31,49.9,percent,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior2YearInstant
fujitsu,equity_ratio,2025,2025-03-31,49.8,percent,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior1YearInstant
fujitsu,equity_ratio,2026,2026-03-31,59.6,percent,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=CurrentYearInstant
fujitsu,operating_cf,2022,2022-03-31,248347000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
fujitsu,operating_cf,2023,2023-03-31,220329000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
fujitsu,operating_cf,2024,2024-03-31,309221000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
fujitsu,operating_cf,2025,2025-03-31,303882000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
fujitsu,operating_cf,2026,2026-03-31,338130000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
fujitsu,investing_cf,2022,2022-03-31,-59267000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
fujitsu,investing_cf,2023,2023-03-31,-42809000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
fujitsu,investing_cf,2024,2024-03-31,-157239000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
fujitsu,investing_cf,2025,2025-03-31,-89176000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
fujitsu,investing_cf,2026,2026-03-31,144491000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
fujitsu,financing_cf,2022,2022-03-31,-193685000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
fujitsu,financing_cf,2023,2023-03-31,-313585000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
fujitsu,financing_cf,2024,2024-03-31,-181488000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
fujitsu,financing_cf,2025,2025-03-31,-240454000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
fujitsu,financing_cf,2026,2026-03-31,-379748000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
fujitsu,average_age,2026,2026-03-31,42.7,years,non_consolidated,,reported,edinet-s100ym3k,element_id=jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
fujitsu,average_tenure,2026,2026-03-31,17.6,years,non_consolidated,,reported,edinet-s100ym3k,element_id=jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
fujitsu,average_annual_salary,2026,2026-03-31,10122665,JPY,non_consolidated,,reported,edinet-s100ym3k,element_id=jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
fujitsu,operating_profit,2025,2025-03-31,265089000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=Prior1YearDuration
fujitsu,operating_profit,2026,2026-03-31,348329000000,JPY,consolidated,IFRS,reported,edinet-s100ym3k,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=CurrentYearDuration
nec,revenue,2022,2022-03-31,3014095000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nec,revenue,2023,2023-03-31,3313018000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nec,revenue,2024,2024-03-31,3477262000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nec,revenue,2025,2025-03-31,3423431000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nec,revenue,2026,2026-03-31,3582733000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nec,equity_ratio,2022,2022-03-31,40.2,percent,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior4YearInstant
nec,equity_ratio,2023,2023-03-31,40.8,percent,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior3YearInstant
nec,equity_ratio,2024,2024-03-31,45.3,percent,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior2YearInstant
nec,equity_ratio,2025,2025-03-31,45.2,percent,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior1YearInstant
nec,equity_ratio,2026,2026-03-31,49.2,percent,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=CurrentYearInstant
nec,operating_cf,2022,2022-03-31,147517000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nec,operating_cf,2023,2023-03-31,152127000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nec,operating_cf,2024,2024-03-31,271228000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nec,operating_cf,2025,2025-03-31,344408000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nec,operating_cf,2026,2026-03-31,438463000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nec,investing_cf,2022,2022-03-31,-63377000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nec,investing_cf,2023,2023-03-31,-49591000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nec,investing_cf,2024,2024-03-31,-76015000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nec,investing_cf,2025,2025-03-31,-131164000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nec,investing_cf,2026,2026-03-31,33686000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nec,financing_cf,2022,2022-03-31,-189616000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nec,financing_cf,2023,2023-03-31,-122786000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nec,financing_cf,2024,2024-03-31,-155508000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nec,financing_cf,2025,2025-03-31,-103974000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nec,financing_cf,2026,2026-03-31,-417950000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nec,average_age,2026,2026-03-31,43.1,years,non_consolidated,,reported,edinet-s100ybfv,element_id=jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
nec,average_tenure,2026,2026-03-31,17.3,years,non_consolidated,,reported,edinet-s100ybfv,element_id=jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
nec,average_annual_salary,2026,2026-03-31,9939349,JPY,non_consolidated,,reported,edinet-s100ybfv,element_id=jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
nec,operating_profit,2025,2025-03-31,256497000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=Prior1YearDuration
nec,operating_profit,2026,2026-03-31,359913000000,JPY,consolidated,IFRS,reported,edinet-s100ybfv,element_id=jpigp_cor:OperatingProfitLossIFRS; context_id=CurrentYearDuration
hitachi,revenue,2022,2022-03-31,10264602000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
hitachi,revenue,2023,2023-03-31,10881150000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
hitachi,revenue,2024,2024-03-31,9728716000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
hitachi,revenue,2025,2025-03-31,9783370000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
hitachi,revenue,2026,2026-03-31,10586781000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
hitachi,equity_ratio,2022,2022-03-31,31.3,percent,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior4YearInstant
hitachi,equity_ratio,2023,2023-03-31,39.5,percent,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior3YearInstant
hitachi,equity_ratio,2024,2024-03-31,46.7,percent,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior2YearInstant
hitachi,equity_ratio,2025,2025-03-31,44,percent,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior1YearInstant
hitachi,equity_ratio,2026,2026-03-31,43.7,percent,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=CurrentYearInstant
hitachi,operating_cf,2022,2022-03-31,729943000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
hitachi,operating_cf,2023,2023-03-31,827045000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
hitachi,operating_cf,2024,2024-03-31,956612000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
hitachi,operating_cf,2025,2025-03-31,1172240000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
hitachi,operating_cf,2026,2026-03-31,1668061000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
hitachi,investing_cf,2022,2022-03-31,-1048866000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
hitachi,investing_cf,2023,2023-03-31,151063000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
hitachi,investing_cf,2024,2024-03-31,-131543000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
hitachi,investing_cf,2025,2025-03-31,-573650000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
hitachi,investing_cf,2026,2026-03-31,-341553000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
hitachi,financing_cf,2022,2022-03-31,202739000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
hitachi,financing_cf,2023,2023-03-31,-1142966000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
hitachi,financing_cf,2024,2024-03-31,-1024907000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
hitachi,financing_cf,2025,2025-03-31,-424122000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
hitachi,financing_cf,2026,2026-03-31,-971037000000,JPY,consolidated,IFRS,reported,edinet-s100ygbo,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
hitachi,average_age,2026,2026-03-31,42.2,years,non_consolidated,,reported,edinet-s100ygbo,element_id=jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
hitachi,average_tenure,2026,2026-03-31,18.1,years,non_consolidated,,reported,edinet-s100ygbo,element_id=jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
hitachi,average_annual_salary,2026,2026-03-31,9949714,JPY,non_consolidated,,reported,edinet-s100ygbo,element_id=jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees; context_id=CurrentYearInstant_NonConsolidatedMember
nri,revenue,2022,2022-03-31,611634000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nri,revenue,2023,2023-03-31,692165000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nri,revenue,2024,2024-03-31,736556000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nri,revenue,2025,2025-03-31,764813000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nri,revenue,2026,2026-03-31,814708000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RevenueIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nri,equity_ratio,2022,2022-03-31,43,percent,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior4YearInstant
nri,equity_ratio,2023,2023-03-31,47.6,percent,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior3YearInstant
nri,equity_ratio,2024,2024-03-31,43.3,percent,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior2YearInstant
nri,equity_ratio,2025,2025-03-31,46.7,percent,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=Prior1YearInstant
nri,equity_ratio,2026,2026-03-31,45.2,percent,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults; context_id=CurrentYearInstant
nri,operating_cf,2022,2022-03-31,98137000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nri,operating_cf,2023,2023-03-31,118899000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nri,operating_cf,2024,2024-03-31,142277000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nri,operating_cf,2025,2025-03-31,130196000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nri,operating_cf,2026,2026-03-31,147641000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nri,investing_cf,2022,2022-03-31,-130547000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nri,investing_cf,2023,2023-03-31,-61190000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nri,investing_cf,2024,2024-03-31,-53422000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nri,investing_cf,2025,2025-03-31,-47590000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nri,investing_cf,2026,2026-03-31,-97047000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
nri,financing_cf,2022,2022-03-31,-7995000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior4YearDuration
nri,financing_cf,2023,2023-03-31,-44921000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior3YearDuration
nri,financing_cf,2024,2024-03-31,-47575000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior2YearDuration
nri,financing_cf,2025,2025-03-31,-87314000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=Prior1YearDuration
nri,financing_cf,2026,2026-03-31,-90781000000,JPY,consolidated,IFRS,reported,edinet-s100ybm8,element_id=jpcrp_cor:CashFlowsFromUsedInFinancingActivitiesIFRSSummaryOfBusinessResults; context_id=CurrentYearDuration
